RowID,row_info,Date,party,Location,speaker,speaker_info,Question,topic,discourse_with_names,text
39,39,6/26/2019,Democrat,"Miami, Florida",CASTRO,Candidate,5.0,Gender Pay gap,castro thank you very much for that question lester you know i grew up with a mother who raised my brother joaquin and me as a single parent and i know what its like to struggle i know what its like to rent a home and to worry about whether youre going to be able to pay the rent at the first of the month and to see a mom work very very hard and know that moms across this country are getting paid less simply because theyre women i would do several things starting with something we should have done a long time ago which is to pass the equal rights amendment finally in this country and also pursue legislation so that women are paid equal pay for equal work in this country its past time that we did that and you know we have to do this if we want to be the most prosperous nation in the st century we need to make sure that women are paid what they deserve,thank you very much for that question lester you know i grew up with a mother who raised my brother joaquin and me as a single parent and i know what its like to struggle i know what its like to rent a home and to worry about whether youre going to be able to pay the rent at the first of the month and to see a mom work very very hard and know that moms across this country are getting paid less simply because theyre women i would do several things starting with something we should have done a long time ago which is to pass the equal rights amendment finally in this country and also pursue legislation so that women are paid equal pay for equal work in this country its past time that we did that and you know we have to do this if we want to be the most prosperous nation in the st century we need to make sure that women are paid what they deserve
40,40,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,5.0,Gender Pay gap,holt all right thank you i want to put the same question to congresswoman gabbard your thoughts on equal pay,all right thank you i want to put the same question to congresswoman gabbard your thoughts on equal pay
41,41,6/26/2019,Democrat,"Miami, Florida",GABBARD,Candidate,5.0,Gender Pay gap,gabbard first of all lets recognize the situation were in that the american people deserve a president who will put your interests ahead of the rich and powerful thats not what we have right now i enlisted in the army national guard after the al qaida terror attacks on so i could go after those who had attacked us on that day i still serve as a major i served over years deployed twice to the middle east and in congress served on the foreign affairs and armed services affairs for over six years i know the importance of our national security as well as the terribly high cost of war and for too long our leaders have failed us taking us from one regime change war to the next leading us into a new cold war and arms race costing us trillions of our hardearned taxpayer dollars and countless lives this insanity must end as president i will take your hardearned taxpayer dollars and instead invest those dollars into serving your needs things like health care a green economy goodpaying jobs protecting our environment and so much more,first of all lets recognize the situation were in that the american people deserve a president who will put your interests ahead of the rich and powerful thats not what we have right now i enlisted in the army national guard after the al qaida terror attacks on so i could go after those who had attacked us on that day i still serve as a major i served over years deployed twice to the middle east and in congress served on the foreign affairs and armed services affairs for over six years i know the importance of our national security as well as the terribly high cost of war and for too long our leaders have failed us taking us from one regime change war to the next leading us into a new cold war and arms race costing us trillions of our hardearned taxpayer dollars and countless lives this insanity must end as president i will take your hardearned taxpayer dollars and instead invest those dollars into serving your needs things like health care a green economy goodpaying jobs protecting our environment and so much more
42,42,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,6.0,Income Inequality,diazbalart mayor de blasio good evening youre the mayor of the biggest city in the united states but its also one of the cities in the country with the greatest gap between the wealthy and the poor how would you address income inequality,mayor de blasio good evening youre the mayor of the biggest city in the united states but its also one of the cities in the country with the greatest gap between the wealthy and the poor how would you address income inequality
43,43,6/26/2019,Democrat,"Miami, Florida",De Blasio,Candidate,6.0,Income Inequality,de blasio well weve been addressing income inequality in new york city by raising wages by raising benefits by putting money back in the hands of working people minimum wage paid sick days prek for all things that are making a huge difference in working peoples lives but let me tell you what were hearing here already in the first round of questions is that battle for the heart and soul of our party i want to make it clear this is supposed to be the party of working people yes were supposed to be for a percent tax rate on the wealthy yes were supposed to be for free college free public college for our young people we are supposed to break up big corporations when theyre not serving our democracy this democratic party has to be strong and bold and progressive and in new york weve proven that we can do something very different we can put money back in the hands of working people and let me tell you every time you talk about investing in people and their communities you hear folks say theres not enough money what i say to them every single time is theres plenty of money in this world theres plenty of money in this country its just in the wrong hands democrats have to fix that applause,blasio well weve been addressing income inequality in new york city by raising wages by raising benefits by putting money back in the hands of working people minimum wage paid sick days prek for all things that are making a huge difference in working peoples lives but let me tell you what were hearing here already in the first round of questions is that battle for the heart and soul of our party i want to make it clear this is supposed to be the party of working people yes were supposed to be for a percent tax rate on the wealthy yes were supposed to be for free college free public college for our young people we are supposed to break up big corporations when theyre not serving our democracy this democratic party has to be strong and bold and progressive and in new york weve proven that we can do something very different we can put money back in the hands of working people and let me tell you every time you talk about investing in people and their communities you hear folks say theres not enough money what i say to them every single time is theres plenty of money in this world theres plenty of money in this country its just in the wrong hands democrats have to fix that applause
44,44,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,6.0,Income Inequality,diazbalart congressman delaney do you agree,congressman delaney do you agree
45,45,6/26/2019,Democrat,"Miami, Florida",DELANEY,Candidate,6.0,Income Inequality,delaney i think we have to do real things to help american workers and the american people right this is the issue that all of us hear on the campaign trail we need to make sure everyone has a living wage and ive called for a doubling of the earned income tax credit raising the minimum wage and creating paid family leave that will create a situation where people actually have a living wage that gets right to workers then weve got to fix our public education system its not delivering the results our kids needs nor is college and post high school career and technical training programs doing that you know im very different than everyone else here on the stage prior to being in congress i was an entrepreneur i started two businesses i created thousands of jobs i spent my whole career helping small to midsized businesses all over the country of them i supported the obama administration gave me an award for lending to disadvantaged communities i know how to create jobs we need a shortterm strategy which is to put money in the pockets of workers with the earned income tax credit raising the minimum wage and creating family leave and then we need to have a longterm strategy to make sure this country is competitive and were creating jobs everywhere in this country,i think we have to do real things to help american workers and the american people right this is the issue that all of us hear on the campaign trail we need to make sure everyone has a living wage and ive called for a doubling of the earned income tax credit raising the minimum wage and creating paid family leave that will create a situation where people actually have a living wage that gets right to workers then weve got to fix our public education system its not delivering the results our kids needs nor is college and post high school career and technical training programs doing that you know im very different than everyone else here on the stage prior to being in congress i was an entrepreneur i started two businesses i created thousands of jobs i spent my whole career helping small to midsized businesses all over the country of them i supported the obama administration gave me an award for lending to disadvantaged communities i know how to create jobs we need a shortterm strategy which is to put money in the pockets of workers with the earned income tax credit raising the minimum wage and creating family leave and then we need to have a longterm strategy to make sure this country is competitive and were creating jobs everywhere in this country
46,46,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,6.0,Income Inequality,diazbalart thank you governor inslee how would you address income inequality,thank you governor inslee how would you address income inequality
47,47,6/26/2019,Democrat,"Miami, Florida",INSLEE,Candidate,6.0,Income Inequality,inslee well im a little bit surprised i think plans are great but im a governor and weve got to realize the people who brought us the weekend unions need are going to bring us a long overdue raise in america and im proud of standing up for unions ive got a plan to reinvigorate collective bargaining so we can increase wages finally i marched with the seiu folks it is not right that the ceo of mcdonalds makes times more than the people slinging cash at mcdonalds and the next thing ill do is put people to work in the jobs of the present and the future look it donald trump is simply wrong he says wind turbines cause cancer we know they cause jobs and we know that we can put millions of people to work in the clean energy jobs of the future carpenters ibew members machinists were doing it in my state today and then we can do what america always does lead the world and invent the future and put people to work thats what were going to do,well im a little bit surprised i think plans are great but im a governor and weve got to realize the people who brought us the weekend unions need are going to bring us a long overdue raise in america and im proud of standing up for unions ive got a plan to reinvigorate collective bargaining so we can increase wages finally i marched with the seiu folks it is not right that the ceo of mcdonalds makes times more than the people slinging cash at mcdonalds and the next thing ill do is put people to work in the jobs of the present and the future look it donald trump is simply wrong he says wind turbines cause cancer we know they cause jobs and we know that we can put millions of people to work in the clean energy jobs of the future carpenters ibew members machinists were doing it in my state today and then we can do what america always does lead the world and invent the future and put people to work thats what were going to do
48,48,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,7.0,Manufacturing Jobs,diazbalart so congressman ryan president trump and you just referred to him promise of manufacturing jobs were all coming back to places like your home state of ohio can you make that same promise,so congressman ryan president trump and you just referred to him promise of manufacturing jobs were all coming back to places like your home state of ohio can you make that same promise
49,49,6/26/2019,Democrat,"Miami, Florida",RYAN,Candidate,7.0,Manufacturing Jobs,ryan yes i believe you can but first lets say the president came he said dont sell your house to people in youngstown ohio and then his administration just in the last two years we lost jobs at a general motors facility that rippled throughout our community general motors got a tax cut general motors got a bailout and then they have the audacity to move a new car that theyre going to produce to mexico ive had family members that have to unbolt a machine from the factory floor put it in a box and ship it to china my area where i come from in northeast ohio this issue were talking about here its been going on years this is not a new phenomenon in the united states of america the bottom percent havent seen a raise since meanwhile the top percent control percent of the wealth we need an industrial policy saying were going to dominate building electric vehicles theres going to be million made in the next years i want half of them made in the united states i want to dominate the solar industry,yes i believe you can but first lets say the president came he said dont sell your house to people in youngstown ohio and then his administration just in the last two years we lost jobs at a general motors facility that rippled throughout our community general motors got a tax cut general motors got a bailout and then they have the audacity to move a new car that theyre going to produce to mexico ive had family members that have to unbolt a machine from the factory floor put it in a box and ship it to china my area where i come from in northeast ohio this issue were talking about here its been going on years this is not a new phenomenon in the united states of america the bottom percent havent seen a raise since meanwhile the top percent control percent of the wealth we need an industrial policy saying were going to dominate building electric vehicles theres going to be million made in the next years i want half of them made in the united states i want to dominate the solar industry
50,50,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,7.0,Manufacturing Jobs,diazbalart thank you,thank you
51,51,6/26/2019,Democrat,"Miami, Florida",RYAN,Candidate,7.0,Manufacturing Jobs,ryan and manufacture those here in the united states,and manufacture those here in the united states
52,52,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,7.0,Manufacturing Jobs,diazbalart senator warren are they coming back are these jobs coming back,senator warren are they coming back are these jobs coming back
53,53,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,7.0,Manufacturing Jobs,warren so weve had an industrial policy in the united states for decades now and its basically been let giant corporations do whatever they want to do giant corporations have exactly one loyalty and that is to profits and if they can save a nickel by moving a job to mexico or to asia or to canada theyre going to do it so heres what i propose for an industrial policy start with a place where theres a real need theres going to be a worldwide need for green technology ways to clean up the air ways to clean up the water and we can be the ones to provide that we need to go tenfold in our research and development on green energy going forward and then we need to say any corporation can come and use that research they can make all kinds of products from it but they have to be manufactured right here in the united states of america and then we have to double down and sell it around the world theres a trillion market coming for green products we should be the leaders and the owners and we should have that million manufacturing jobs here in america,so weve had an industrial policy in the united states for decades now and its basically been let giant corporations do whatever they want to do giant corporations have exactly one loyalty and that is to profits and if they can save a nickel by moving a job to mexico or to asia or to canada theyre going to do it so heres what i propose for an industrial policy start with a place where theres a real need theres going to be a worldwide need for green technology ways to clean up the air ways to clean up the water and we can be the ones to provide that we need to go tenfold in our research and development on green energy going forward and then we need to say any corporation can come and use that research they can make all kinds of products from it but they have to be manufactured right here in the united states of america and then we have to double down and sell it around the world theres a trillion market coming for green products we should be the leaders and the owners and we should have that million manufacturing jobs here in america
54,54,6/26/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,7.0,Manufacturing Jobs,diazbalart thank you,thank you
55,55,6/26/2019,Democrat,"Miami, Florida",WARREN,Candidate,7.0,Manufacturing Jobs,warren we can do this,we can do this
56,56,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt all right were going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you many people watching at home have health insurance coverage through their employer who here would abolish their private health insurance in favor of a governmentrun plan just a show of hands start off with all right well senator klobuchar let me put the question to you youre one of the democrats who wants to keep private insurance in addition to a government health care plan why is an incremental approach in your view better than a sweeping overhaul,all right were going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you many people watching at home have health insurance coverage through their employer who here would abolish their private health insurance in favor of a governmentrun plan just a show of hands start off with all right well senator klobuchar let me put the question to you youre one of the democrats who wants to keep private insurance in addition to a government health care plan why is an incremental approach in your view better than a sweeping overhaul
57,57,6/26/2019,Democrat,"Miami, Florida",KLOBUCHAR,Candidate,8.0,Healthcare,klobuchar well i think its a bold approach its something that barack obama wanted to do when we were working on the affordable care act and that is a public option i am just simply concerned about kicking half of america off of their health insurance in four years which is exactly what this bill says so let me go on beyond that there is a much bigger issue in addition to that and that is pharmaceuticals the president literally went on tv on fox and said that peoples heads would spin when they see how much he would bring down pharmaceutical prices instead drugs have gone up in doubledigits since he came into office instead he gave billion in giveaways to the pharma companies for the rest of us for the rest of america thats what we call at home all foam and no beer we got nothing out of it and so my proposal is to do something about pharma to take them on to allow negotiation under medicare to bring in less expensive drugs from other countries and pharma thinks they own washington well they dont own me,well i think its a bold approach its something that barack obama wanted to do when we were working on the affordable care act and that is a public option i am just simply concerned about kicking half of america off of their health insurance in four years which is exactly what this bill says so let me go on beyond that there is a much bigger issue in addition to that and that is pharmaceuticals the president literally went on tv on fox and said that peoples heads would spin when they see how much he would bring down pharmaceutical prices instead drugs have gone up in doubledigits since he came into office instead he gave billion in giveaways to the pharma companies for the rest of us for the rest of america thats what we call at home all foam and no beer we got nothing out of it and so my proposal is to do something about pharma to take them on to allow negotiation under medicare to bring in less expensive drugs from other countries and pharma thinks they own washington well they dont own me
58,58,6/26/2019,Democrat,"Miami, Florida",HOLT,Moderator,8.0,Healthcare,holt your time is up thank you senator warren you signed on to bernie sanders medicare for all plan it would put essentially everybody on medicare and then eliminate private plans that offer similar coverage is that the plan or path that you would pursue as president,your time is up thank you senator warren you signed on to bernie sanders medicare for all plan it would put essentially everybody on medicare and then eliminate private plans that offer similar coverage is that the plan or path that you would pursue as president
